6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
7.0, 15.0, 15.0, 0.0, 0.0, 0.0, 0.0, 13.0, 13.0 
8.0, 15.0, 30.0, 0.0, 0.0, 0.0, 0.0, 13.0, 26.0 
9.0, 15.0, 45.0, 0.0, 0.0, 0.0, 0.0, 13.0, 39.0 
10.0, 15.0, 60.0, 0.0, 0.0, 0.0, 0.0, 13.0, 52.0 
11.0, 15.0, 75.0, 0.0, 0.0, 0.0, 0.0, 15.0, 67.0 
12.0, 15.0, 90.0, 0.0, 0.0, 0.0, 0.0, 13.0, 80.0 
13.0, 15.0, 105.0, 0.0, 0.0, 0.0, 0.0, 13.0, 93.0 
14.0, 15.0, 120.0, 0.0, 0.0, 0.0, 0.0, 13.0, 106.0 
15.0, 15.0, 135.0, 0.0, 0.0, 0.0, 0.0, 14.0, 120.0 
16.0, 15.0, 150.0, 0.0, 0.0, 0.0, 0.0, 13.0, 133.0 
17.0, 15.0, 165.0, 29.0, 29.0, 0.0, 0.0, 13.0, 146.0 
18.0, 15.0, 180.0, 0.0, 29.0, 0.0, 0.0, 13.0, 159.0 
19.0, 15.0, 195.0, 0.0, 29.0, 0.0, 0.0, 13.0, 172.0 
20.0, 15.0, 210.0, 11.0, 40.0, 0.0, 0.0, 13.0, 185.0 
21.0, 15.0, 225.0, 10.0, 50.0, 0.0, 0.0, 13.0, 198.0 
22.0, 15.0, 240.0, 10.0, 60.0, 0.0, 0.0, 13.0, 211.0 
23.0, 15.0, 255.0, 10.0, 70.0, 0.0, 0.0, 13.0, 224.0 
24.0, 15.0, 270.0, 10.0, 80.0, 0.0, 0.0, 13.0, 237.0 
25.0, 15.0, 285.0, 10.0, 90.0, 0.0, 0.0, 13.0, 250.0 
26.0, 14.0, 299.0, 10.0, 100.0, 0.0, 0.0, 13.0, 263.0 
27.0, 15.0, 314.0, 10.0, 110.0, 0.0, 0.0, 13.0, 276.0 
28.0, 15.0, 329.0, 9.0, 119.0, 0.0, 0.0, 13.0, 289.0 
29.0, 15.0, 344.0, 9.0, 128.0, 0.0, 0.0, 13.0, 302.0 
30.0, 15.0, 359.0, 9.0, 137.0, 0.0, 0.0, 13.0, 315.0 
31.0, 15.0, 374.0, 10.0, 147.0, 0.0, 0.0, 13.0, 328.0 
32.0, 2.0, 376.0, 10.0, 157.0, 0.0, 0.0, 14.0, 342.0 
33.0, 15.0, 391.0, 10.0, 167.0, 0.0, 0.0, 14.0, 356.0 
34.0, 15.0, 406.0, 10.0, 177.0, 0.0, 0.0, 14.0, 370.0 
35.0, 15.0, 421.0, 10.0, 187.0, 0.0, 0.0, 14.0, 384.0 
36.0, 15.0, 436.0, 0.0, 187.0, 0.0, 0.0, 0.0, 384.0 
37.0, 15.0, 451.0, 11.0, 198.0, 0.0, 0.0, 14.0, 398.0 
38.0, 15.0, 466.0, 12.0, 210.0, 0.0, 0.0, 14.0, 412.0 
39.0, 15.0, 481.0, 13.0, 223.0, 0.0, 0.0, 14.0, 426.0 
40.0, 15.0, 496.0, 0.0, 223.0, 0.0, 0.0, 14.0, 440.0 
41.0, 15.0, 511.0, 0.0, 223.0, 0.0, 0.0, 14.0, 454.0 
42.0, 15.0, 526.0, 0.0, 223.0, 0.0, 0.0, 14.0, 468.0 
43.0, 16.0, 542.0, 0.0, 223.0, 0.0, 0.0, 15.0, 483.0 
44.0, 16.0, 558.0, 0.0, 223.0, 0.0, 0.0, 15.0, 498.0 
45.0, 6.0, 564.0, 0.0, 223.0, 0.0, 0.0, 16.0, 514.0 
46.0, 16.0, 580.0, 0.0, 223.0, 0.0, 0.0, 16.0, 530.0 
47.0, 17.0, 597.0, 0.0, 223.0, 0.0, 0.0, 17.0, 547.0 
48.0, 17.0, 614.0, 0.0, 223.0, 0.0, 0.0, 18.0, 565.0 
49.0, 18.0, 632.0, 0.0, 223.0, 0.0, 0.0, 22.0, 587.0 
50.0, 21.0, 653.0, 0.0, 223.0, 5.0, 5.0, 21.0, 608.0 
51.0, 22.0, 675.0, 0.0, 223.0, 0.0, 5.0, 22.0, 630.0 
52.0, 17.0, 692.0, 0.0, 223.0, 0.0, 5.0, 22.0, 652.0 
53.0, 22.0, 714.0, 0.0, 223.0, 0.0, 5.0, 22.0, 674.0 
54.0, 22.0, 736.0, 0.0, 223.0, 0.0, 5.0, 22.0, 696.0 
55.0, 22.0, 758.0, 0.0, 223.0, 0.0, 5.0, 23.0, 719.0 
56.0, 23.0, 781.0, 11.0, 234.0, 0.0, 5.0, 23.0, 742.0 
57.0, 22.0, 803.0, 0.0, 234.0, 0.0, 5.0, 12.0, 754.0 
58.0, 23.0, 826.0, 0.0, 234.0, 0.0, 5.0, 23.0, 777.0 
59.0, 22.0, 848.0, 0.0, 234.0, 0.0, 5.0, 23.0, 800.0 
60.0, 22.0, 870.0, 0.0, 234.0, 0.0, 5.0, 23.0, 823.0 
61.0, 22.0, 892.0, 0.0, 234.0, 0.0, 5.0, 23.0, 846.0 
62.0, 22.0, 914.0, 0.0, 234.0, 0.0, 5.0, 23.0, 869.0 
63.0, 22.0, 936.0, 0.0, 234.0, 0.0, 5.0, 23.0, 892.0 
64.0, 23.0, 959.0, 0.0, 234.0, 0.0, 5.0, 23.0, 915.0 
65.0, 23.0, 982.0, 0.0, 234.0, 0.0, 5.0, 22.0, 937.0 
66.0, 23.0, 1005.0, 0.0, 234.0, 0.0, 5.0, 23.0, 960.0 
67.0, 23.0, 1028.0, 16.0, 250.0, 0.0, 5.0, 23.0, 983.0 
68.0, 23.0, 1051.0, 0.0, 250.0, 0.0, 5.0, 23.0, 1006.0 
69.0, 22.0, 1073.0, 0.0, 250.0, 0.0, 5.0, 23.0, 1029.0 
70.0, 23.0, 1096.0, 0.0, 250.0, 0.0, 5.0, 23.0, 1052.0 
71.0, 9.0, 1105.0, 14.0, 264.0, 14.0, 19.0, 9.0, 1061.0 
72.0, 8.0, 1113.0, 15.0, 279.0, 15.0, 34.0, 8.0, 1069.0 
73.0, 8.0, 1121.0, 15.0, 294.0, 21.0, 55.0, 7.0, 1076.0 
74.0, 8.0, 1129.0, 15.0, 309.0, 15.0, 70.0, 7.0, 1083.0 
75.0, 8.0, 1137.0, 15.0, 324.0, 15.0, 85.0, 6.0, 1089.0 
76.0, 9.0, 1146.0, 14.0, 338.0, 14.0, 99.0, 7.0, 1096.0 
77.0, 9.0, 1155.0, 14.0, 352.0, 14.0, 113.0, 6.0, 1102.0 
78.0, 9.0, 1164.0, 2.0, 354.0, 6.0, 119.0, 6.0, 1108.0 
79.0, 9.0, 1173.0, 14.0, 368.0, 6.0, 125.0, 6.0, 1114.0 
80.0, 5.0, 1178.0, 14.0, 382.0, 5.0, 130.0, 4.0, 1118.0 
81.0, 4.0, 1182.0, 14.0, 396.0, 6.0, 136.0, 5.0, 1123.0 
82.0, 4.0, 1186.0, 14.0, 410.0, 4.0, 140.0, 4.0, 1127.0 
83.0, 4.0, 1190.0, 14.0, 424.0, 5.0, 145.0, 4.0, 1131.0 
84.0, 4.0, 1194.0, 14.0, 438.0, 4.0, 149.0, 4.0, 1135.0 
85.0, 3.0, 1197.0, 14.0, 452.0, 4.0, 153.0, 4.0, 1139.0 
86.0, 3.0, 1200.0, 14.0, 466.0, 4.0, 157.0, 4.0, 1143.0 
87.0, 3.0, 1203.0, 14.0, 480.0, 4.0, 161.0, 3.0, 1146.0 
88.0, 3.0, 1206.0, 14.0, 494.0, 4.0, 165.0, 4.0, 1150.0 
89.0, 3.0, 1209.0, 14.0, 508.0, 3.0, 168.0, 4.0, 1154.0 
90.0, 2.0, 1211.0, 14.0, 522.0, 3.0, 171.0, 4.0, 1158.0 
91.0, 2.0, 1213.0, 14.0, 536.0, 3.0, 174.0, 3.0, 1161.0 
92.0, 2.0, 1215.0, 14.0, 550.0, 3.0, 177.0, 4.0, 1165.0 
93.0, 2.0, 1217.0, 14.0, 564.0, 3.0, 180.0, 4.0, 1169.0 
94.0, 2.0, 1219.0, 14.0, 578.0, 3.0, 183.0, 3.0, 1172.0 
95.0, 2.0, 1221.0, 14.0, 592.0, 3.0, 186.0, 3.0, 1175.0 
96.0, 7.0, 1228.0, 14.0, 606.0, 3.0, 189.0, 3.0, 1178.0 
97.0, 2.0, 1230.0, 14.0, 620.0, 3.0, 192.0, 3.0, 1181.0 
98.0, 2.0, 1232.0, 14.0, 634.0, 3.0, 195.0, 3.0, 1184.0 
99.0, 2.0, 1234.0, 14.0, 648.0, 3.0, 198.0, 3.0, 1187.0 
100.0, 2.0, 1236.0, 14.0, 662.0, 3.0, 201.0, 3.0, 1190.0 
101.0, 2.0, 1238.0, 7.0, 669.0, 3.0, 204.0, 3.0, 1193.0 
102.0, 3.0, 1241.0, 14.0, 683.0, 4.0, 208.0, 3.0, 1196.0 
103.0, 2.0, 1243.0, 14.0, 697.0, 3.0, 211.0, 3.0, 1199.0 
104.0, 2.0, 1245.0, 14.0, 711.0, 3.0, 214.0, 3.0, 1202.0 
105.0, 1.0, 1246.0, 15.0, 726.0, 2.0, 216.0, 2.0, 1204.0 
106.0, 1.0, 1247.0, 15.0, 741.0, 2.0, 218.0, 2.0, 1206.0 
107.0, 1.0, 1248.0, 15.0, 756.0, 2.0, 220.0, 3.0, 1209.0 
108.0, 1.0, 1249.0, 15.0, 771.0, 2.0, 222.0, 2.0, 1211.0 
109.0, 1.0, 1250.0, 15.0, 786.0, 2.0, 224.0, 3.0, 1214.0 
110.0, 0.0, 1250.0, 16.0, 802.0, 2.0, 226.0, 2.0, 1216.0 
