6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
7.0, 1.0, 1.0, 14.0, 14.0, 14.0, 14.0, 1.0, 1.0 
8.0, 1.0, 2.0, 14.0, 28.0, 14.0, 28.0, 1.0, 2.0 
9.0, 1.0, 3.0, 14.0, 42.0, 14.0, 42.0, 1.0, 3.0 
10.0, 1.0, 4.0, 14.0, 56.0, 14.0, 56.0, 1.0, 4.0 
11.0, 1.0, 5.0, 14.0, 70.0, 14.0, 70.0, 1.0, 5.0 
12.0, 1.0, 6.0, 14.0, 84.0, 14.0, 84.0, 1.0, 6.0 
13.0, 1.0, 7.0, 14.0, 98.0, 14.0, 98.0, 1.0, 7.0 
14.0, 1.0, 8.0, 14.0, 112.0, 14.0, 112.0, 1.0, 8.0 
15.0, 1.0, 9.0, 14.0, 126.0, 14.0, 126.0, 0.0, 8.0 
16.0, 0.0, 9.0, 15.0, 141.0, 15.0, 141.0, 2.0, 10.0 
17.0, 0.0, 9.0, 14.0, 155.0, 15.0, 156.0, 2.0, 12.0 
18.0, 0.0, 9.0, 15.0, 170.0, 15.0, 171.0, 2.0, 14.0 
19.0, 0.0, 9.0, 15.0, 185.0, 15.0, 186.0, 2.0, 16.0 
20.0, 0.0, 9.0, 4.0, 189.0, 15.0, 201.0, 2.0, 18.0 
21.0, 0.0, 9.0, 5.0, 194.0, 15.0, 216.0, 2.0, 20.0 
22.0, 0.0, 9.0, 5.0, 199.0, 15.0, 231.0, 2.0, 22.0 
23.0, 0.0, 9.0, 5.0, 204.0, 15.0, 246.0, 2.0, 24.0 
24.0, 0.0, 9.0, 5.0, 209.0, 15.0, 261.0, 2.0, 26.0 
25.0, 0.0, 9.0, 5.0, 214.0, 15.0, 276.0, 2.0, 28.0 
26.0, 1.0, 10.0, 5.0, 219.0, 15.0, 291.0, 2.0, 30.0 
27.0, 0.0, 10.0, 5.0, 224.0, 15.0, 306.0, 2.0, 32.0 
28.0, 1.0, 11.0, 7.0, 231.0, 16.0, 322.0, 3.0, 35.0 
29.0, 1.0, 12.0, 7.0, 238.0, 16.0, 338.0, 3.0, 38.0 
30.0, 1.0, 13.0, 7.0, 245.0, 16.0, 354.0, 3.0, 41.0 
31.0, 1.0, 14.0, 6.0, 251.0, 16.0, 370.0, 3.0, 44.0 
32.0, 15.0, 29.0, 7.0, 258.0, 17.0, 387.0, 3.0, 47.0 
33.0, 3.0, 32.0, 8.0, 266.0, 18.0, 405.0, 4.0, 51.0 
34.0, 6.0, 38.0, 11.0, 277.0, 21.0, 426.0, 7.0, 58.0 
35.0, 6.0, 44.0, 11.0, 288.0, 21.0, 447.0, 7.0, 65.0 
36.0, 7.0, 51.0, 22.0, 310.0, 22.0, 469.0, 22.0, 87.0 
37.0, 6.0, 57.0, 10.0, 320.0, 21.0, 490.0, 7.0, 94.0 
38.0, 6.0, 63.0, 9.0, 329.0, 21.0, 511.0, 7.0, 101.0 
39.0, 6.0, 69.0, 8.0, 337.0, 21.0, 532.0, 7.0, 108.0 
40.0, 6.0, 75.0, 21.0, 358.0, 21.0, 553.0, 7.0, 115.0 
41.0, 7.0, 82.0, 22.0, 380.0, 22.0, 575.0, 8.0, 123.0 
42.0, 7.0, 89.0, 22.0, 402.0, 22.0, 597.0, 8.0, 131.0 
43.0, 6.0, 95.0, 22.0, 424.0, 22.0, 619.0, 7.0, 138.0 
44.0, 6.0, 101.0, 22.0, 446.0, 22.0, 641.0, 7.0, 145.0 
45.0, 16.0, 117.0, 22.0, 468.0, 22.0, 663.0, 6.0, 151.0 
46.0, 6.0, 123.0, 22.0, 490.0, 22.0, 685.0, 6.0, 157.0 
47.0, 5.0, 128.0, 22.0, 512.0, 22.0, 707.0, 5.0, 162.0 
48.0, 5.0, 133.0, 22.0, 534.0, 22.0, 729.0, 4.0, 166.0 
49.0, 4.0, 137.0, 22.0, 556.0, 22.0, 751.0, 0.0, 166.0 
50.0, 1.0, 138.0, 22.0, 578.0, 17.0, 768.0, 1.0, 167.0 
51.0, 0.0, 138.0, 22.0, 600.0, 22.0, 790.0, 0.0, 167.0 
52.0, 5.0, 143.0, 22.0, 622.0, 22.0, 812.0, 0.0, 167.0 
53.0, 0.0, 143.0, 22.0, 644.0, 22.0, 834.0, 0.0, 167.0 
54.0, 0.0, 143.0, 22.0, 666.0, 22.0, 856.0, 0.0, 167.0 
55.0, 0.0, 143.0, 22.0, 688.0, 22.0, 878.0, 1.0, 168.0 
56.0, 1.0, 144.0, 11.0, 699.0, 22.0, 900.0, 1.0, 169.0 
57.0, 0.0, 144.0, 22.0, 721.0, 22.0, 922.0, 10.0, 179.0 
58.0, 1.0, 145.0, 22.0, 743.0, 22.0, 944.0, 1.0, 180.0 
59.0, 0.0, 145.0, 22.0, 765.0, 22.0, 966.0, 1.0, 181.0 
60.0, 1.0, 146.0, 23.0, 788.0, 23.0, 989.0, 0.0, 181.0 
61.0, 0.0, 146.0, 22.0, 810.0, 22.0, 1011.0, 1.0, 182.0 
62.0, 1.0, 147.0, 23.0, 833.0, 23.0, 1034.0, 0.0, 182.0 
63.0, 1.0, 148.0, 23.0, 856.0, 23.0, 1057.0, 0.0, 182.0 
64.0, 4.0, 152.0, 19.0, 875.0, 19.0, 1076.0, 4.0, 186.0 
65.0, 5.0, 157.0, 18.0, 893.0, 18.0, 1094.0, 4.0, 190.0 
66.0, 5.0, 162.0, 18.0, 911.0, 18.0, 1112.0, 5.0, 195.0 
67.0, 6.0, 168.0, 1.0, 912.0, 17.0, 1129.0, 6.0, 201.0 
68.0, 6.0, 174.0, 17.0, 929.0, 17.0, 1146.0, 6.0, 207.0 
69.0, 5.0, 179.0, 17.0, 946.0, 17.0, 1163.0, 6.0, 213.0 
70.0, 6.0, 185.0, 17.0, 963.0, 17.0, 1180.0, 6.0, 219.0 
71.0, 6.0, 191.0, 17.0, 980.0, 17.0, 1197.0, 6.0, 225.0 
72.0, 6.0, 197.0, 17.0, 997.0, 17.0, 1214.0, 6.0, 231.0 
73.0, 6.0, 203.0, 17.0, 1014.0, 19.0, 1233.0, 5.0, 236.0 
74.0, 6.0, 209.0, 17.0, 1031.0, 17.0, 1250.0, 5.0, 241.0 
